social_id,first_name,last_name,gender,birth_date,sickness_history
78305147,Leonard,Stern,1,1996-12-06 06:15:29,True
11382365,Wang,Wenjing,,1979-03-01 20:34:00,False
95168393,Manuel,Villar,1,1987-04-06 09:50:49,False
10562467,Charles,Butt,1,1984-03-01 02:57:03,True
59321557,Anthony,Wood,1,1974-10-13 12:55:45,True
10110240,Peter-Alexander,Wacker,,2001-10-21 16:55:20,True
66932870,Andreas,Halvorsen,1,1986-06-15 09:41:05,True
55168392,Terry,Gou,1,1980-02-10 03:32:40,True
6298551,Robert,Kraft,1,1987-05-29 07:48:23,False
51248699,Ann,Kroenke,0,1977-08-26 02:05:57,False
57144698,Henry,Samueli,1,1974-05-02 08:55:33,True
52588081,Frits,Goldschmeding,1,1993-08-14 20:51:16,True
1745595,Arthur,Irving,1,1983-07-01 16:09:42,False
20473854,Andrey,Kozitsyn,1,1973-03-19 06:55:23,True
36187336,Vera,Michalski-Hoffmann,0,1996-04-30 07:12:03,True
56447008,Maja,Hoffmann,0,1981-08-02 01:50:29,True
82612944,Majid,Al,1,1983-08-29 23:21:14,True
96165274,Edward,Roski,1,2000-03-03 09:05:04,False
14259582,Zhang,Lei,,1980-11-29 03:12:35,False
95610250,Charles,Johnson,1,1994-10-05 13:37:39,True
25453346,Richard,Branson,1,1994-02-17 06:57:47,True
13668111,Miuccia,Prada,,1972-06-15 20:34:19,True
86499844,Vivien,Chen,0,1994-12-08 18:08:56,True
20624036,Marcos,Galperin,1,1975-01-01 05:14:44,False
30680349,Bidzina,Ivanishvili,1,1972-03-30 10:33:47,False
73431241,Guenther,Fielmann,,1982-03-09 16:03:54,True
44808498,Patrizio,Bertelli,1,1981-12-04 05:58:41,True
86561844,Pat,Stryker,,1999-12-01 03:06:05,True
10358423,Francis,Choi,1,2000-04-06 03:31:50,True
98833372,Jeffery,Hildebrand,1,1978-06-02 02:56:04,False
13395553,Li,Ping,,1970-04-28 12:26:06,True
46283825,Chip,Wilson,1,2002-05-24 06:03:31,False
11464704,Marie,Besnier,0,1986-10-07 00:59:15,True
35167087,Clive,Calder,1,1992-06-11 05:38:53,False
47304110,Kwon,Hyuk-Bin,,1981-02-15 17:34:45,False
26283286,Mark,Cuban,1,1992-04-03 18:56:00,True
72667005,Lino,Saputo,1,1985-01-02 10:22:54,True
30821590,Prajogo,Pangestu,,1977-09-21 02:19:30,False
41107052,Charles,Dolan,1,1971-02-24 19:47:32,False
46137653,Vladimir,Kim,1,1984-02-14 05:02:33,False
48962657,Odd,Reitan,1,1990-12-28 07:05:09,True
